sample	seg_order	chr	startpos	endpos	BAF	pval	LogR	ntot	nMaj1_A	nMin1_A	frac1_A	nMaj2_A	nMin2_A	frac2_A	SDfrac_A	SDfrac_A_BS	frac1_A_0.025	frac1_A_0.975	nMaj1_B	nMin1_B	frac1_B	nMaj2_B	nMin2_B	frac2_B	SDfrac_B	SDfrac_B_BS	frac1_B_0.025	frac1_B_0.975	nMaj1_C	nMin1_C	frac1_C	nMaj2_C	nMin2_C	frac2_C	SDfrac_C	SDfrac_C_BS	frac1_C_0.025	frac1_C_0.975	nMaj1_D	nMin1_D	frac1_D	nMaj2_D	nMin2_D	frac2_D	SDfrac_D	SDfrac_D_BS	frac1_D_0.025	frac1_D_0.975	nMaj1_E	nMin1_E	frac1_E	nMaj2_E	nMin2_E	frac2_E	SDfrac_E	SDfrac_E_BS	frac1_E_0.025	frac1_E_0.975	nMaj1_F	nMin1_F	frac1_F	nMaj2_F	nMin2_F	frac2_F	SDfrac_F	SDfrac_F_BS	frac1_F_0.025	frac1_F_0.975
TR1	11	8	10404620	13305763	0.504818286	1	-0.179799604	2.07128767	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TR1	12	8	13307167	20483790	0.579099382	0	0.013735934	2.478323347	1	1	0.480572468	2	1	0.519427532	0.006429007	0.00649037	0.467532446	0.493284115	0	1	0.240286234	2	1	0.759713766	0.003214504	0.003245185	0.233766223	0.246642058	1	1	0.740286234	3	1	0.259713766	0.003214504	0.003245185	0.733766223	0.746642058	1	0	0.377529964	1	1	0.622470036	0.003396222	0.003429283	0.370727464	0.384328303	1	0	0.688764982	1	2	0.311235018	0.001698111	0.001714641	0.685363732	0.692164151	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TR1	13	8	20512857	29892594	0.503222274	1	-0.221260672	1.990966306	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TR1	14	8	29893136	48415811	0.581222561	0	0.010720444	2.471553478	1	1	0.463925883	2	1	0.536074117	0.005519232	0.005368587	0.454234512	0.474576498	0	1	0.231962942	2	1	0.768037058	0.002759616	0.002727638	0.226541485	0.236951488	1	1	0.731962942	3	1	0.268037058	0.002759616	0.002727638	0.726541485	0.736951488	1	0	0.386247474	1	1	0.613752526	0.002865231	0.00283173	0.38097599	0.391766868	1	0	0.693123737	1	2	0.306876263	0.001432616	0.001415865	0.690487995	0.695883434	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TR1	15	8	48423165	92396932	0.504014576	1	-0.293725357	1.856007829	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TR1	16	8	92397142	94570988	0.583715606	9.74E-88	0.033479166	2.522998851	1	1	0.444162638	2	1	0.555837362	0.017216731	0.017468114	0.40868465	0.475055123	0	1	0.222081319	2	1	0.777918681	0.008608366	0.008734057	0.204342325	0.237527561	1	1	0.722081319	3	1	0.277918681	0.008608366	0.008734057	0.704342325	0.737527561	1	0	0.39640266	1	1	0.60359734	0.00875634	0.008871894	0.380238209	0.413791531	1	0	0.69820133	1	2	0.30179867	0.00437817	0.004435947	0.690119104	0.706895766	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TR1	17	8	94572717	120901873	0.642701062	1	0.216105906	2.966568499	2	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TR1	18	8	120918282	123646183	0.579334474	4.15E-127	-0.015619666	2.413016886	1	1	0.478737526	2	1	0.521262474	0.015402282	0.015302718	0.448889904	0.509493442	0	1	0.239368763	2	1	0.760631237	0.007701141	0.007651359	0.224444952	0.254746721	1	1	0.739368763	3	1	0.260631237	0.007701141	0.007651359	0.724444952	0.754746721	1	0	0.378498368	1	1	0.621501632	0.008120741	0.008077654	0.361878852	0.393957696	1	0	0.689249184	1	2	0.310750816	0.00406037	0.004098783	0.681359503	0.697166714	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TR1	19	8	123646965	127321273	0.649342575	1.22E-38	0.283978853	3.146268567	2	1	0.822849384	3	1	0.177150616	0.014003819	0.014546997	0.793600587	0.850334202	1	1	0.411424692	3	1	0.588575308	0.00700191	0.007273498	0.396800293	0.425167101	2	1	0.911424692	4	1	0.088575308	0.00700191	0.007273498	0.896800293	0.925167101	2	0	0.095664725	2	1	0.904335275	0.00703878	0.007309826	0.08160315	0.110106539	2	0	0.547832362	2	2	0.452167638	0.00351939	0.003654913	0.540801575	0.55505327	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TR1	20	8	127321964	128091418	0.579336469	5.85E-35	0.004093304	2.456724971	1	1	0.478721945	2	1	0.521278055	0.029510672	0.029477132	0.417781458	0.536610408	0	1	0.239360972	2	1	0.760639028	0.014755336	0.014738566	0.208890729	0.268305204	1	1	0.739360972	3	1	0.260639028	0.014755336	0.014738566	0.708890729	0.768305204	1	0	0.378506583	1	1	0.621493417	0.0155586	0.01554263	0.347020282	0.409070905	1	0	0.689253292	1	2	0.310746708	0.0077793	0.007771315	0.673510141	0.704535452	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TR1	21	8	128172028	134857328	0.501038115	1	-0.231050063	1.972336078	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TR1	22	8	134859183	139256124	0.584203546	1.38E-243	0.055976624	2.574657554	1	1	0.440266836	2	1	0.559733164	0.010357342	0.01025438	0.419910303	0.459648244	0	1	0.220133418	2	1	0.779866582	0.005178671	0.00512719	0.209955152	0.229824122	1	1	0.720133418	3	1	0.279866582	0.005178671	0.00512719	0.709955152	0.729824122	2	1	0.686647932	2	2	0.313352068	0.00904307	0.008951808	0.669061054	0.703873308	2	0	0.343323966	2	2	0.656676034	0.004521535	0.004475904	0.334530527	0.351936654	2	1	0.843323966	2	3	0.156676034	0.004521535	0.004475904	0.834530527	0.851936654
TR1	23	8	139256490	144961728	0.506102264	1	-0.181450934	2.068044263	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TR1	24	8	144966243	146300622	0.579772636	3.22E-40	0.035137394	2.526779038	1	1	0.475312097	2	1	0.524687903	0.028091536	0.028022017	0.418302357	0.525849074	0	1	0.237656049	2	1	0.762343951	0.014045768	0.014011009	0.209151178	0.262924537	1	1	0.737656049	3	1	0.262343951	0.014045768	0.014011009	0.709151178	0.762924537	2	1	0.655487104	2	2	0.344512896	0.025436079	0.025296611	0.608147561	0.705309126	2	0	0.327743552	2	2	0.672256448	0.01271804	0.012648305	0.30407378	0.352654563	2	1	0.827743552	2	3	0.172256448	0.01271804	0.012648305	0.80407378	0.852654563
TR1	25	9	203937	141063525	0.508135313	1	-0.28816142	1.866131571	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TR1	26	10	92066	135235890	0.505111205	1	-0.365369692	1.729077906	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TR1	27	11	196944	134946381	0.587798344	0	-0.096230394	2.240371311	1	1	0.411281029	2	1	0.588718971	0.00199154	0.00203548	0.407463962	0.415192447	0	1	0.205640515	2	1	0.794359485	0.00099577	0.000980055	0.203645255	0.20755012	1	1	0.705640515	3	1	0.294359485	0.00099577	0.00095544	0.703801234	0.707542795	1	0	0.412847258	1	1	0.587152742	0.000979381	0.000999506	0.410725465	0.414783181	1	0	0.706423629	1	2	0.293576371	0.000489691	0.000469869	0.705519323	0.707369421	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TR1	28	12	202094	133831319	0.630913939	1	0.151701479	2.803693833	2	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TR1	29	13	19455957	114989973	0.504147227	1	-0.281714119	1.877911555	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TR1	30	14	20433516	107227228	0.505408086	1	-0.236715873	1.961611068	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TR1	31	15	20001861	102403326	0.634808333	1	0.181109673	2.877163857	2	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TR1	32	16	84170	89998794	0.517601571	0	-0.12622854	2.178546889	1	1	0.899149748	2	1	0.100850252	0.001827189	0.001819732	0.895408328	0.902579	0	1	0.449574874	2	1	0.550425126	0.000913595	0.000864395	0.447834767	0.451280305	1	1	0.949574874	3	1	0.050425126	0.000913595	0.000935468	0.947718061	0.951445431	2	1	0.162003267	2	2	0.837996733	0.002735524	0.002681623	0.15671717	0.167335352	2	0	0.081001633	2	2	0.918998367	0.001367762	0.001392097	0.078195462	0.083667485	2	1	0.581001633	2	3	0.418998367	0.001367762	0.001358946	0.57834664	0.583567692
TR1	33	17	2041	79998834	0.527174648	0	0.457684816	3.646590757	2	1	0.24557114	2	2	0.75442886	0.002379505	0.002360402	0.240924832	0.250516503	2	0	0.12278557	2	2	0.87721443	0.001189752	0.001231777	0.120357166	0.125114232	2	1	0.62278557	2	3	0.37721443	0.001189752	0.001152517	0.620361069	0.624891467	1	1	0.841147299	2	1	0.158852701	0.00171616	0.001726372	0.837821484	0.844598804	0	1	0.42057365	2	1	0.57942635	0.00085808	0.000886921	0.418703916	0.422292818	1	1	0.92057365	3	1	0.07942635	0.00085808	0.000891074	0.918880449	0.922405484
TR1	34	18	125371	78012463	0.567115886	0	0.025930668	2.505845682	1	1	0.571466168	2	1	0.428533832	0.002169151	0.002158431	0.567205898	0.575667543	0	1	0.285733084	2	1	0.714266916	0.001084576	0.001089913	0.283571618	0.287814058	1	1	0.785733084	3	1	0.214266916	0.001084576	0.001090136	0.78360271	0.787952411	2	1	0.56379528	2	2	0.43620472	0.002178341	0.002213453	0.559278823	0.568093698	2	0	0.28189764	2	2	0.71810236	0.001089171	0.001091123	0.279614485	0.283996884	2	1	0.78189764	2	3	0.21810236	0.001089171	0.001099711	0.779762205	0.784100266
TR1	35	19	226776	20251337	0.505532881	1	-0.278847107	1.88316686	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TR1	36	19	20262323	20824066	0.813577333	1	1.234743323	6.794105663	6	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TR1	37	19	20892161	37796078	0.503431595	1	-0.262665361	1.913025027	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TR1	38	19	37876657	38179212	0.872674572	2.48E-08	1.567709165	8.756180174	8	0	0.159027048	8	1	0.840972952	0.026040554	0.026267314	0.107523839	0.210018626	8	0	0.579513524	8	2	0.420486476	0.013020277	0.012866954	0.553806949	0.604828542	7	0	0.304929578	7	1	0.695070422	0.022933823	0.02266376	0.2596502	0.34951927	7	0	0.652464789	7	2	0.347535211	0.011466911	0.01133188	0.6298251	0.674759635	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TR1	39	19	38180680	46396741	0.503914356	1	-0.279848595	1.881329921	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TR1	40	19	46397237	46954029	0.817388261	1	1.23632736	6.802408756	6	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TR1	41	19	46957273	49983123	0.505871087	1	-0.221843897	1.989852824	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TR1	42	19	49995743	50353720	0.832491632	1	1.463947497	8.095514765	7	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TR1	43	19	50359520	54142851	0.504085333	1	-0.273300998	1.893362706	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TR1	44	19	54143430	54611560	0.879082008	1	1.768703043	10.17934534	10	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TR1	45	19	54612403	54820828	0.688051772	0.000964367	0.729725703	4.561844955	3	1	0.848660724	3	2	0.151339276	0.046465076	0.046653984	0.748451653	0.935347392	3	0	0.424330362	3	2	0.575669638	0.023232538	0.023326992	0.374225827	0.467673696	3	1	0.924330362	3	3	0.075669638	0.023232538	0.023326992	0.874225827	0.967673696	4	1	0.39528172	4	2	0.60471828	0.060204095	0.060448861	0.265442343	0.507600323	4	0	0.19764086	4	2	0.80235914	0.030102048	0.030224431	0.132721172	0.253800162	4	1	0.69764086	4	3	0.30235914	0.030102048	0.030224431	0.632721172	0.753800162
TR1	46	19	54838610	55197669	0.870766852	3.30E-12	1.601371908	8.980927645	8	0	0.137984085	8	1	0.862015915	0.018965396	0.019063225	0.099791374	0.175221372	8	0	0.568992043	8	2	0.431007957	0.009482698	0.009531613	0.549895687	0.587610686	8	1	0.070269745	9	1	0.929730255	0.141986673	0.142692475	-0.221893767	0.34507944	7	1	0.035134873	9	1	0.964865127	0.070993337	0.071346237	-0.110946884	0.17253972	8	1	0.535134873	10	1	0.464865127	0.070993337	0.071346237	0.389053116	0.67253972	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TR1	47	19	55197855	59097308	0.510341497	7.78E-12	-0.321535975	1.805986811	1	0	0.056008506	1	1	0.943991494	0.007981146	0.007645355	0.041049568	0.070477315	1	0	0.528004253	1	2	0.471995747	0.003990573	0.003822678	0.520524784	0.535238657	0	0	0.983865348	1	0	0.016134652	0.002396287	0.002461859	0.979174441	0.988802709	0	0	0.991932674	2	0	0.008067326	0.001198143	0.00123093	0.98958722	0.994401355	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TR1	48	20	20043815	62918861	0.632882151	1	0.207710744	2.944923297	2	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TR1	49	21	15273744	48088617	0.579572171	0	-0.039200502	2.361511339	1	1	0.476880163	2	1	0.523119837	0.003415919	0.003511811	0.469920257	0.484007265	0	1	0.238440082	2	1	0.761559918	0.00170796	0.001654425	0.235289636	0.241660672	1	1	0.738440082	3	1	0.261559918	0.00170796	0.001708091	0.735018465	0.741773488	1	0	0.379476704	1	1	0.620523296	0.001797526	0.001725174	0.37628881	0.382910921	1	0	0.689738352	1	2	0.310261648	0.000898763	0.000895315	0.687912034	0.69146876	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TR1	50	22	16566779	49998118	0.635039869	1	0.242799752	3.036236085	2	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
R1	1	1	768253	249201268	0.592351939	0	-0.020766627	2.497738146	1	1	0.500006772	2	1	0.499993228	0.00124634	0.001253215	0.497664347	0.502393306	0	1	0.250003386	2	1	0.749996614	0.00062317	0.000615049	0.248725699	0.2511841	1	1	0.750003386	3	1	0.249996614	0.00062317	0.000629526	0.748673823	0.751193723	1	0	0.344088128	1	1	0.655911872	0.000590266	0.000583329	0.342994498	0.345283	1	0	0.672044064	1	2	0.327955936	0.000295133	0.000290111	0.671445635	0.672612786	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
R1	2	2	11320	7737783	0.664275126	1	0.167934946	2.875692281	2	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
